question_id,name,category,qtype
203234,T7_Basic Information_CE_IA,7A,description
203235,T7_CEHomoDE(ax+b)powersDistRoots_IA,7B,stack
203236,T7_OrderReductionHomo_IA,7B,stack
203237,T7_OrderReductionHomo2_IA,7B,stack
203238,T7_Basic Information_IA,7B,description
203239,T8_Bessel_Frobenius_IA,8B - Frobenius Method,stack
203240,T8_FrobeniusMethodVar1_IA,8B - Frobenius Method,stack
203241,Information,8B - Frobenius Method,description
203242,T8_Legendre_DEvar1_IA,8A - Power Series Method,stack
203243,T8_PowSeriesReg_IVPvar1_IA,8A - Power Series Method,stack
203244,T8_PowSeriesRegPr1var1_IA,8A - Power Series Method,stack
203245,T8_PowSeriesRegPr2var1_IA,8A - Power Series Method,stack
203246,Information,8A - Power Series Method,description
203247,T9_Babylonian Square Roots_IA,9A,stack
203248,T9_Combined Methods Comparison_IA,9A,stack
203249,T9_Cube Root by Newton R_IA,9A,stack
203250,T9_Estimating PI Using Unit Circle_IA,9A,stack
203251,T9_Falling Object Equation_IA,9A,stack
203252,T9_Iterative Linear System_IA,9B,stack
203253,T9_Newton Method_IA,9B,stack
203254,T9_Ranking Iteration Formula_IA,9B,stack
203255,T9_Reciprocal with Newton Method_IA,9B,stack
203256,T10_BasicSimpRule_IA,10A,stack
203257,T10_BasicTrapRule_IA,10A,stack
203258,T10_CompTR_SR_noSTEPS_IA,10A,stack
203259,T10_CSR_errorAnalysis_IA,10A,stack
203260,T10_CSR_StepsMarking_IA,10A,stack
203261,T10_CTR_errorAnalysis_IA,10A,stack
203263,T10_CTR_StepsMarking_IA,10A,stack
203264,T10_NumDiff_3points_electrical_IA,10B,stack
203265,T10_NumDiff_3points_IA (copy),10B,stack
203266,T10_NumDiff_5points_IA (copy),10B,stack
203267,T10_EulerM_5iter_TrigIA (copy),11A,stack
203268,T10_EulerWithInterpol_IA (copy),11A,stack
203269,T10_MoEuler_5points_Rational_IA (copy),11A,stack
203270,T10_MoEulerWithErrors_5points_IA (copy),11A,stack
203271,T10_ModifiedEuler_IA (copy),11A,stack
203272,T10_PolyConstFromFunInfo_IA (copy),11B,stack
203273,T10_RK4_IA (copy),11B,stack
203274,T10_TalylorApproxTrigFuns_IA (copy),11B,stack
203275,T10_TaylorErrorBound_IA (copy),11B,stack
203276,question_1,Test 1,stack
203282,question_2,Test 1,stack
203285,question_3,Test 1,stack
203288,question_4,Test 1,stack
203313,Question 1,Test 2,stack
203317,Question 2,Test 2,stack
203320,Question 3,Test 2,stack
203330,Question 4,Test 2,stack
221105,Consent to Participate,Default for Informed Consent Form,multichoice
